"HostName";"TaskName";"Next Run Time";"Status";"Logon Mode";"Last Run Time";"Last Result";"Author";"Task To Run";"Start In";"Comment";"Scheduled Task State";"Idle Time";"Power Management";"Run As User";"Delete Task If Not Rescheduled";"Stop Task If Runs X Hours and X Mins";"Schedule";"Schedule Type";"Start Time";"Start Date";"End Date";"Days";"Months";"Repeat: Every";"Repeat: Until: Time";"Repeat: Until: Duration";"Repeat: Stop If Still Running"
"VS093";"\Microsoft\Windows\Registry\RegIdleBackup";"9-5-2014 00:40:11";"Ready";"Interactive/Background";"29-4-2014 00:38:28";"0";"Microsoft Corporation";"COM handler";"N/A";"Registry Idle Backup Task";"Enabled";"Only Start If Idle for 3 minutes, If Not Idle Retry For 1380 minutes Stop the task if Idle State end";"";"SYSTEM";"Disabled";"Disabled";"Scheduling data is not available in this format.";"Daily ";"00:00:00";"1-1-2008";"N/A";"Every 10 day(s)";"N/A";"Disabled";"Disabled";"Disabled";"Disabled"
"VS093";"\Microsoft\Windows\Server Manager\ServerManager";"N/A";"Ready";"Interactive/Background";"28-4-2014 18:18:35";"0";"Microsoft Corporation";"%windir%\system32\ServerManagerLauncher.exe ";"N/A";"Task for launching Initial Configuration Tasks or Server Manager at logon.";"Enabled";"Disabled";"Stop On Battery Mode";"Administrators";"Disabled";"Disabled";"Scheduling data is not available in this format.";"At logon time";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"VS093";"\Microsoft\Windows\SoftwareProtectionPlatform\SvcRestartTask";"29-4-2014 16:41:29";"Ready";"Interactive/Background";"22-4-2014 16:36:30";"0";"Microsoft Corporation";"sc.exe start sppsvc";"N/A";"This task restarts the Software Protection Platform service at the specified time";"Enabled";"Disabled";"";"NETWORK SERVICE";"Disabled";"Disabled";"Scheduling data is not available in this format.";"Daily ";"14:41:29";"29-4-2014";"N/A";"Every 1 day(s)";"N/A";"Disabled";"Disabled";"Disabled";"Disabled"
"VS093";"\Microsoft\Windows\Task Manager\Interactive";"N/A";"Ready";"Interactive/Background";"N/A";"1";"Microsoft Corporation";"COM handler";"N/A";"Runs a task as the interactive user.";"Enabled";"Disabled";"";"INTERACTIVE";"Disabled";"Disabled";"Scheduling data is not available in this format.";"On demand only";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"VS093";"\Microsoft\Windows\Tcpip\IpAddressConflict1";"N/A";"Ready";"Interactive/Background";"N/A";"1";"Microsoft Corporation";"%windir%\system32\rundll32.exe ndfapi.dll,NdfRunDllDuplicateIPOffendingSystem";"N/A";"This event is triggered when an IP address conflict is detected.";"Enabled";"Disabled";"Stop On Battery Mode, No Start On Batteries";"Users";"Disabled";"72:00:00";"Scheduling data is not available in this format.";"When an event occurs";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"VS093";"\Microsoft\Windows\Tcpip\IpAddressConflict2";"N/A";"Ready";"Interactive/Background";"N/A";"1";"Microsoft Corporation";"%windir%\system32\rundll32.exe ndfapi.dll,NdfRunDllDuplicateIPDefendingSystem";"N/A";"This event is triggered when an IP address conflict is detected.";"Enabled";"Disabled";"Stop On Battery Mode, No Start On Batteries";"Users";"Disabled";"72:00:00";"Scheduling data is not available in this format.";"When an event occurs";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"VS093";"\Microsoft\Windows\TextServicesFramework\MsCtfMonitor";"N/A";"Ready";"Interactive/Background";"28-4-2014 18:18:35";"0";"N/A";"COM handler";"N/A";"TextServicesFramework monitor task";"Enabled";"Disabled";"";"Users";"Disabled";"Disabled";"Scheduling data is not available in this format.";"At logon time";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"VS093";"\Microsoft\Windows\Time Synchronization\SynchronizeTime";"4-5-2014 01:00:00";"Ready";"Interactive/Background";"28-4-2014 01:00:00";"1056";"Microsoft Corporation";"%windir%\system32\sc.exe start w32time task_started";"N/A";"Maintains date and time synchronization on all clients and servers in the network. If this service is stopped, date and time synchronization will be unavailable. If this service is disabled, any services that explicitly depend on it will fail to start.";"Enabled";"Disabled";"Stop On Battery Mode";"LOCAL SERVICE";"Disabled";"72:00:00";"Scheduling data is not available in this format.";"Weekly";"01:00:00";"1-1-2005";"N/A";"SUN";"Every 1 week(s)";"Disabled";"Disabled";"Disabled";"Disabled"
"VS093";"\Microsoft\Windows\UPnP\UPnPHostConfig";"N/A";"Ready";"Interactive/Background";"N/A";"1";"Microsoft";"sc.exe config upnphost start= auto";"N/A";"Set UPnPHost service to Auto-Start";"Enabled";"Disabled";"Stop On Battery Mode, No Start On Batteries";"SYSTEM";"Disabled";"72:00:00";"Scheduling data is not available in this format.";"On demand only";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"VS093";"\Microsoft\Windows\User Profile Service\HiveUploadTask";"N/A";"Disabled";"Interactive/Background";"N/A";"1";"Microsoft Corporation";"COM handler";"N/A";"This task will automatically upload a roaming user profile's registry hive to its network location.";"Disabled";"Only Start If Idle for 10 minutes, If Not Idle Retry For 120 minutes";"Stop On Battery Mode";"SYSTEM";"Disabled";"72:00:00";"Scheduling data is not available in this format.";"One Time Only, Hourly ";"00:00:00";"28-8-2007";"N/A";"N/A";"N/A";"12 Hour(s), 0 Minute(s)";"None";"Disabled";"Disabled"
"VS093";"\Microsoft\Windows\WDI\ResolutionHost";"N/A";"Ready";"Interactive/Background";"N/A";"1";"Microsoft Corporation";"COM handler";"N/A";"The Windows Diagnostic Infrastructure Resolution host enables interactive resolutions for system problems detected by the Diagnostic Policy Service. It is triggered when necessary by the Diagnostic Policy Service in the appropriate user session. If the ";"Enabled";"Disabled";"";"INTERACTIVE";"Disabled";"Disabled";"Scheduling data is not available in this format.";"On demand only";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"VS093";"\Microsoft\Windows\Windows Error Reporting\QueueReporting";"N/A";"Ready";"Interactive/Background";"28-4-2014 17:42:42";"0";"Microsoft Corporation";"%windir%\system32\wermgr.exe -queuereporting";"N/A";"Windows Error Reporting task to process queued reports.";"Enabled";"Disabled";"";"Users";"Disabled";"72:00:00";"Scheduling data is not available in this format.";"At logon time";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"VS093";"\Microsoft\Windows\Windows Filtering Platform\BfeOnServiceStartTypeChange";"N/A";"Ready";"Interactive/Background";"N/A";"1";"Microsoft Corporation";"%windir%\system32\rundll32.exe bfe.dll,BfeOnServiceStartTypeChange";"N/A";"This task adjusts the start type for firewall-triggered services when the start type of the Base Filtering Engine (BFE) is disabled.";"Enabled";"Disabled";"";"SYSTEM";"Disabled";"72:00:00";"Scheduling data is not available in this format.";"When an event occurs";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"VS093";"\Microsoft\Windows\WindowsColorSystem\Calibration Loader";"N/A";"Disabled";"Interactive/Background";"N/A";"1";"Microsoft Corporation";"COM handler";"N/A";"This task applies color calibration settings.";"Disabled";"Disabled";"";"Users";"Disabled";"Disabled";"Scheduling data is not available in this format.";"At logon time";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"VS093";"\Microsoft\Windows\WindowsColorSystem\Calibration Loader";"N/A";"Disabled";"Interactive/Background";"N/A";"1";"Microsoft Corporation";"COM handler";"N/A";"This task applies color calibration settings.";"Disabled";"Disabled";"";"Users";"Disabled";"Disabled";"Scheduling data is not available in this format.";"When an event occurs";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"VS093";"\Microsoft\Windows\Wininet\CacheTask";"N/A";"Ready";"Interactive/Background";"28-4-2014 18:18:34";"0";"Microsoft";"COM handler";"N/A";"Wininet Cache Task";"Enabled";"Disabled";"";"Users";"Disabled";"Disabled";"Scheduling data is not available in this format.";"At logon time";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"VS094";"\Database One Copy Alert";"29-4-2014 08:36:03";"Ready";"Interactive/Background";"29-4-2014 07:36:03";"0";"NEDCAR\adm1";"C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -version 2.0 -NonInteractive -WindowStyle Hidden -command ""& 'C:\Program Files\Microsoft\Exchange Server\V14\Scripts\CheckDatabaseRedundancy.ps1' -MonitoringContext -ShowDetailedErrors -ErrorActi";"N/A";"Database redundancy monitoring task.";"Enabled";"Disabled";"Stop On Battery Mode, No Start On Batteries";"SYSTEM";"Disabled";"02:00:00";"Scheduling data is not available in this format.";"One Time Only, Hourly ";"14:36:03";"30-8-2013";"N/A";"N/A";"N/A";"1 Hour(s), 0 Minute(s)";"None";"Disabled";"Disabled"
"VS094";"\TSM daily incremental";"29-4-2014 23:00:00";"Ready";"Interactive/Background";"28-4-2014 23:00:00";"0";"adm1";"""C:\Program Files\Tivoli\flashcopymanager\ScheduledTasks\cmds\TSM_daily_incremental.cmd"" ";"N/A";"N/A";"Enabled";"Disabled";"Stop On Battery Mode, No Start On Batteries";"nedcar\scheduler";"Disabled";"72:00:00";"Scheduling data is not available in this format.";"Weekly";"23:00:00";"2-9-2013";"N/A";"MON, TUE, WED, THU, FRI, SAT";"Every 1 week(s)";"Disabled";"Disabled";"Disabled";"Disabled"
"VS094";"\TSM Weekly full backup";"4-5-2014 23:00:00";"Ready";"Interactive/Background";"27-4-2014 23:00:00";"0";"adm1";"""C:\Program Files\Tivoli\flashcopymanager\ScheduledTasks\cmds\TSM_Weekly_full_backup.cmd"" ";"N/A";"N/A";"Enabled";"Disabled";"Stop On Battery Mode, No Start On Batteries";"nedcar\scheduler";"Disabled";"72:00:00";"Scheduling data is not available in this format.";"Weekly";"23:00:00";"2-9-2013";"N/A";"SUN";"Every 1 week(s)";"Disabled";"Disabled";"Disabled";"Disabled"
"VS094";"\VNB-Cleanup files";"30-4-2014 06:00:00";"Ready";"Interactive/Background";"29-4-2014 06:00:00";"0";"SYSTEM";"C:\Scripts\Acties\cleanup.cmd ";"C:\Scripts\Acties";"NC Standaard cleanup script.";"Enabled";"Disabled";"";"NEDCAR\Scheduler";"Disabled";"04:00:00";"Scheduling data is not available in this format.";"Daily ";"06:00:00";"27-1-2010";"N/A";"Every 1 day(s)";"N/A";"Disabled";"Disabled";"Disabled";"Disabled"
"VS094";"\VNB-NTFSv3 info dump";"5-5-2014 05:00:00";"Ready";"Interactive/Background";"N/A";"1";"SYSTEM";"C:\Scripts\Secdump\DumpNTFS3\DumpNTFS3.cmd ";"C:\Scripts\Secdump\DumpNTFS3";"NC Standard Dump NTFS information to Secdump database";"Enabled";"Disabled";"";"NEDCAR\Scheduler";"Disabled";"08:00:00";"Scheduling data is not available in this format.";"Monthly";"05:00:00";"27-1-2010";"N/A";"First MON";"Every month";"Disabled";"Disabled";"Disabled";"Disabled"
"VS094";"\VNB-System configuration check";"29-4-2014 21:00:00";"Ready";"Interactive/Background";"28-4-2014 21:00:00";"0";"SYSTEM";"C:\Scripts\Acties\ncstd-config.cmd ";"C:\Scripts\Acties\";"NedCar Server Standaard Configuration";"Enabled";"Disabled";"";"NEDCAR\Scheduler";"Disabled";"01:00:00";"Scheduling data is not available in this format.";"Daily ";"21:00:00";"19-5-2010";"N/A";"Every 1 day(s)";"N/A";"Disabled";"Disabled";"Disabled";"Disabled"
"VS094";"\VNB-System configuration info";"29-4-2014 23:00:00";"Ready";"Interactive/Background";"28-4-2014 23:00:00";"0";"SYSTEM";"C:\Scripts\Secdump\SysInfo\SysInfo.cmd ";"C:\Scripts\Secdump\SysInfo";"NC Standard System info logging";"Enabled";"Disabled";"";"NEDCAR\Scheduler";"Disabled";"02:00:00";"Scheduling data is not available in this format.";"Daily ";"23:00:00";"27-1-2010";"N/A";"Every 1 day(s)";"N/A";"Disabled";"Disabled";"Disabled";"Disabled"
"VS094";"\VNB-Weekly reboot task";"3-5-2014 00:30:00";"Ready";"Interactive/Background";"26-4-2014 00:30:00";"0";"NEDCAR\adm1";"C:\Scripts\Acties\shutdown.cmd ";"N/A";"VDL Nedcar weekly planned reboot scheduled task";"Enabled";"Disabled";"";"NEDCAR\Scheduler";"Disabled";"01:00:00";"Scheduling data is not available in this format.";"Weekly";"00:30:00";"30-10-2013";"N/A";"SAT";"Every 1 week(s)";"Disabled";"Disabled";"Disabled";"Disabled"
"VS094";"\Microsoft\Configuration Manager\Configuration Manager Health Evaluation";"30-4-2014 00:15:27";"Ready";"Interactive/Background";"29-4-2014 00:15:27";"0";"Microsoft";"C:\Windows\CCM\ccmeval.exe ";"N/A";"N/A";"Enabled";"Disabled";"";"SYSTEM";"Disabled";"72:00:00";"Scheduling data is not available in this format.";"Daily ";"00:15:27";"26-4-2014";"N/A";"Every 1 day(s)";"N/A";"Disabled";"Disabled";"Disabled";"Disabled"
"VS094";"\Microsoft\Windows\Active Directory Rights Management Services Client\AD RMS Rights Policy Template Management (Automated)";"N/A";"Disabled";"Interactive/Background";"N/A";"1";"Microsoft Corporation";"COM handler";"N/A";"Updates the AD RMS rights policy templates for the user. This job does not provide a credential prompt if authentication to the template distribution web service on the server fails. In this case, it fails silently.";"Disabled";"Disabled";"";"Everyone";"Disabled";"01:00:00";"Scheduling data is not available in this format.";"Daily ";"03:00:00";"9-11-2006";"N/A";"Every 1 day(s)";"N/A";"Disabled";"Disabled";"Disabled";"Disabled"
"VS094";"\Microsoft\Windows\Active Directory Rights Management Services Client\AD RMS Rights Policy Template Management (Automated)";"N/A";"Disabled";"Interactive/Background";"N/A";"1";"Microsoft Corporation";"COM handler";"N/A";"Updates the AD RMS rights policy templates for the user. This job does not provide a credential prompt if authentication to the template distribution web service on the server fails. In this case, it fails silently.";"Disabled";"Disabled";"";"Everyone";"Disabled";"01:00:00";"Scheduling data is not available in this format.";"At logon time";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"VS094";"\Microsoft\Windows\Active Directory Rights Management Services Client\AD RMS Rights Policy Template Management (Manual)";"N/A";"Ready";"Interactive/Background";"N/A";"1";"Microsoft Corporation";"COM handler";"N/A";"Updates the AD RMS rights policy templates for the user. This job provides a credential prompt if authentication to the template distribution web service on the server fails.";"Enabled";"Disabled";"Stop On Battery Mode, No Start On Batteries";"Everyone";"Disabled";"01:00:00";"Scheduling data is not available in this format.";"At logon time";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"VS094";"\Microsoft\Windows\AppID\PolicyConverter";"N/A";"Disabled";"Interactive/Background";"N/A";"1";"Microsoft Corporation";"%windir%\system32\appidpolicyconverter.exe ";"N/A";"Converts the software restriction policies policy from XML into binary format.";"Disabled";"Disabled";"";"LOCAL SERVICE";"Disabled";"72:00:00";"Scheduling data is not available in this format.";"On demand only";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"VS094";"\Microsoft\Windows\AppID\VerifiedPublisherCertStoreCheck";"N/A";"Disabled";"Interactive/Background";"N/A";"1";"Microsoft Corporation";"%windir%\system32\appidcertstorecheck.exe ";"N/A";"Inspects the AppID certificate cache for invalid or revoked certificates.";"Disabled";"Only Start If Idle for 3 minutes, If Not Idle Retry For 1380 minutes Stop the task if Idle State end";"Stop On Battery Mode, No Start On Batteries";"LOCAL SERVICE";"Disabled";"72:00:00";"Scheduling data is not available in this format.";"At system start up";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"VS094";"\Microsoft\Windows\Application Experience\AitAgent";"30-4-2014 02:30:00";"Ready";"Interactive/Background";"29-4-2014 02:30:00";"0";"Microsoft Corporation";"aitagent ";"N/A";"Aggregates and uploads Application Telemetry information if opted-in to the Microsoft Customer Experience Improvement Program.";"Enabled";"Only Start If Idle for 3 minutes, If Not Idle Retry For 1320 minutes Stop the task if Idle State end";"Stop On Battery Mode, No Start On Batteries";"SYSTEM";"Disabled";"72:00:00";"Scheduling data is not available in this format.";"Daily ";"02:30:00";"8-10-2007";"N/A";"Every 1 day(s)";"N/A";"Disabled";"Disabled";"Disabled";"Disabled"
"VS094";"\Microsoft\Windows\Application Experience\ProgramDataUpdater";"30-4-2014 00:30:00";"Ready";"Interactive/Background";"29-4-2014 00:30:00";"0";"Microsoft Corporation";"%windir%\system32\rundll32.exe aepdu.dll,AePduRunUpdate";"N/A";"Collects program telemetry information if opted-in to the Microsoft Customer Experience Improvement Program";"Enabled";"Only Start If Idle for 3 minutes, If Not Idle Retry For 1380 minutes Stop the task if Idle State end";"Stop On Battery Mode, No Start On Batteries";"SYSTEM";"Disabled";"72:00:00";"Scheduling data is not available in this format.";"Daily ";"00:30:00";"8-10-2007";"N/A";"Every 1 day(s)";"N/A";"Disabled";"Disabled";"Disabled";"Disabled"
"VS094";"\Microsoft\Windows\Autochk\Proxy";"N/A";"Ready";"Interactive/Background";"26-4-2014 02:13:03";"0";"Microsoft Corporation";"%windir%\system32\rundll32.exe /d acproxy.dll,PerformAutochkOperations";"N/A";"This task collects and uploads autochk SQM data if opted-in to the Microsoft Customer Experience Improvement Program.";"Enabled";"Only Start If Idle for 10 minutes, If Not Idle Retry For 525600 minutes";"";"LOCAL SERVICE";"Disabled";"72:00:00";"Scheduling data is not available in this format.";"At system start up";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"VS094";"\Microsoft\Windows\CertificateServicesClient\SystemTask";"N/A";"Ready";"Interactive/Background";"29-4-2014 00:36:53";"0";"Microsoft Corporation";"COM handler";"N/A";"Certificate Services Client automatically manages digital identities such as Certificates, Keys and Credentials for the users and the machine, enabling enrollment, roaming and other services.";"Enabled";"Disabled";"Stop On Battery Mode";"SYSTEM";"Disabled";"Disabled";"Scheduling data is not available in this format.";"When an event occurs";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
